URS0000055D72_6182	10	31	46	68
URS0000056B4A_31234	75	94
URS000005761C_3983	8	27
URS000005861B_7244	13	34	52	73
URS00000587C0_7222	17	39
URS00000591D4_7227	32	53	60	81
URS000005A658_7260	59	81
URS000005AACC_7091	63	82
URS000005B4D5_3702	3	23
URS000005B5C6_6239	18	40
URS000005BA89_3702	158	178
URS000005C39B_3702	10	31	104	124
URS000005CC06_6239	22	42	60	81
URS000005D50D_7234	8	28
URS000005D50D_7237	8	28
URS000005DB9A_9509	48	70
URS000005DB9A_9519	48	70
URS000005EB5A_4530	10	30	85	105
URS000005EC5E_3702	135	155
URS00000600E6_9509	11	31
URS00000600E6_9593	11	31
URS00000600E6_9597	11	31
URS00000600E6_9598	11	31
URS00000600E6_9600	11	31
URS00000600E6_9606	11	31	51	72
URS00000600E6_78454	11	31
URS0000060B2B_9593	34	57
URS0000060B2B_9597	34	57
URS0000060B2B_9606	34	56	71	92
URS0000062518_7227	22	43	59	80
URS00000625AC_6239	18	39	60	82
URS0000063319_7220	11	32
URS0000064169_7240	3	25	42	63
URS000006571F_4530	158	178
URS000006583B_7217	55	76
URS0000066D82_78454	23	43
URS0000067C92_7260	51	72
URS0000069FE0_6239	18	39
URS000006B18F_7234	46	68
URS000006B18F_7237	46	68
URS000006B699_7234	11	32	11	32
URS000006CA22_4530	111	131
URS000006DA05_9544	10	31	49	70
URS000006DA05_9600	10	31	49	70
URS000006DA05_9606	10	31	49	70
URS000006DA05_9615	10	31
URS000006DA05_9913	10	31
URS000006DA05_9925	10	30	49	69
URS000006DDF8_7227	23	46	64	85
URS000006EC17_7260	69	89
URS00000706E5_6238	19	39
URS0000070CA3_7220	13	35
URS0000073D83_6239	22	43
URS00000744F3_4265	6	29
URS0000075904_7237	54	75
URS0000075C3F_4530	10	30
URS00000770DF_4530	10	30
URS00000775F1_7220	11	32
URS00000775F1_7230	11	32
URS00000775F1_7238	11	32
URS00000775F1_7240	11	32
URS00000775F1_7244	11	30	50	71
URS00000775F1_7245	11	32
URS00000775F1_7260	11	32
URS0000078667_6239	70	89
URS0000078A80_9544	24	45
URS0000079047_7220	56	77
URS0000079047_7238	56	77
URS0000079047_7240	56	77
URS0000079047_7245	56	77
URS00000794D2_7222	13	34
URS000007A5B6_9925	73	93
URS000007A5B6_9940	16	37	73	93
URS000007A81B_7245	48	68
URS000007AE59_7217	60	81
URS000007EB27_4265	192	215
URS000007FF3A_6239	0	22	41	63
URS0000080F12_7237	22	44	22	44	61	83	61	83
URS0000083BB2_7260	56	77
URS00000842A7_31234	26	49	68	88
URS0000084558_7237	49	70
URS000008481D_7230	5	30
URS00000858E3_7220	15	35	54	75
URS00000858E3_7238	15	35	54	75
URS00000858E3_7240	15	35	54	75
URS00000866DF_7220	41	62
URS0000086A0C_7222	48	69
URS00000872C3_3702	69	89
URS00000872FA_7222	40	60
URS00000872FA_7244	3	24	40	60
URS0000088252_9593	59	79
URS0000089DFA_4530	9	29
URS000008B780_7244	10	32	59	79
URS000008BC8B_7220	55	78
URS000008BC8B_7245	55	78
URS000008C31B_9544	5	23
URS000008C31B_9545	5	23
URS000008C3F1_78454	13	34
URS000008E9F4_7955	15	36	57	77
URS000008EDD6_9545	25	46
URS000008F0CF_9519	49	71
URS000008F0CF_9544	12	34	49	71
URS000008F0CF_9545	49	71
URS000008F0CF_9593	49	71
URS000008F0CF_9597	49	71
URS000008F0CF_9598	49	71
URS000008F0CF_9600	49	71
URS000008F0CF_9606	49	71
URS000008F0CF_9796	49	71
URS000008F0CF_9913	49	70
URS000008F0CF_9940	49	70
URS000009056F_3702	10	30	106	126
URS0000090FD6_7238	65	87
URS0000090FD6_7240	65	87
URS0000091AAD_7237	25	47
URS0000091D20_7227	29	50	66	88
URS000009249F_7237	58	80
URS0000093F7C_6239	66	83
URS00000980BC_4530	10	30	55	78
URS0000098100_7237	22	44	61	82
URS0000099E55_9509	13	34
URS0000099E55_9519	13	34
URS0000099E55_9796	13	34	53	74
URS000009DA24_3702	158	179
URS000009E955_9600	25	46
URS000009EF7C_6182	10	32	44	64
URS000009F9E9_6239	0	22	62	83
URS00000A13B7_9925	25	46	66	87
URS00000A13B7_9940	25	46	66	87
URS00000A227A_218851	0	20
URS00000A277D_7165	60	82
URS00000A2C6C_9597	48	69
URS00000A2F0E_6239	24	45	65	86
URS00000A2FBB_6239	0	22	44	65
URS00000A314E_7237	13	35	13	35	51	73	51	73
URS00000A356E_9544	35	58	78	96
URS00000A356E_9545	35	58
URS00000A3723_4530	105	128
URS00000A37EE_9925	25	45	60	80
URS00000A37EE_9940	25	45	60	80
URS00000A3D14_7217	2	24
URS00000A5DE5_7220	14	36
URS00000A61A1_4530	17	40	17	40
URS00000A6D19_7237	13	34	57	81
URS00000A765D_7222	51	71
URS00000A7BEB_9509	22	44
URS00000A7BEB_9544	22	44	60	81
URS00000A7BEB_9593	22	44
URS00000A7BEB_9597	22	44
URS00000A7BEB_9598	22	44
URS00000A7BEB_9600	22	44
URS00000A7BEB_9606	22	44	60	81
URS00000A7BEB_9796	22	44
URS00000A7BEB_9823	22	44
URS00000A7BEB_9913	22	44
URS00000A9366_7217	42	63
URS00000A981D_7237	55	76
URS00000A9938_7227	25	45	64	85
URS00000A9F46_7220	47	68
URS00000A9F46_7227	7	28	47	68
URS00000A9F46_7238	47	68
URS00000A9F46_7240	47	68
URS00000AA904_78454	46	65
URS00000ACBEA_7227	64	85
URS00000AD098_4530	146	166
URS00000AD0B8_7237	61	83
URS00000AE1CF_3702	45	65
URS00000AEAEA_7217	67	87
URS00000AEE2D_7238	12	39
URS00000AF00A_7237	15	40
URS00000AF93C_9509	7	28
URS00000AF93C_9544	7	28	45	66
URS00000AF93C_9545	7	28
URS00000AF93C_9593	7	28
URS00000AF93C_9597	7	28
URS00000AF93C_9598	7	28
URS00000AF93C_9600	7	28
URS00000AF93C_9606	7	28	45	65
URS00000B0351_9796	6	27
URS00000B0351_10090	6	27	62	83
URS00000B0351_10116	6	27	63	83
URS00000B0556_6239	14	35	60	81
URS00000B162F_3983	15	34
URS00000B2C01_7260	19	41	60	81
URS00000B3072_9940	41	63	78	99
URS00000B44CC_7217	41	62
URS00000B681A_7260	11	32
URS00000B838C_3702	106	126
URS00000B96EC_7227	19	39	54	75
URS00000B9836_7237	17	41	74	96
URS00000B9837_7237	27	48	67	88
URS00000B9C03_6239	21	43	60	81
URS00000BAFD3_9823	14	36	50	70
URS00000BAFD3_9913	14	35
URS00000BB332_218851	88	107
URS00000BB410_7237	17	37
URS00000BB542_7234	55	76
URS00000BBE8E_7237	14	36
URS00000BC57F_7165	145	166
URS00000BCF41_7217	51	73
URS00000BCF41_7234	51	73
URS00000BCF41_7237	51	73
URS00000BD226_7220	14	34
URS00000BD226_7238	14	34
URS00000BD226_7240	14	34
URS00000BD226_7245	14	34
URS00000BD7E2_7237	13	35	51	73
URS00000BDC37_31234	66	87
URS00000C18E3_6239	65	85
URS00000C1BEA_7165	52	74
URS00000C1F14_7238	52	73
URS00000C1F14_7240	52	73
URS00000C221F_7230	46	67
URS00000C2AEB_7237	51	71
URS00000C3C57_7222	8	28
URS00000C3E39_7260	48	68
URS00000C5F4B_7222	51	73
URS00000C699B_7227	16	39	59	80
URS00000C6BEA_6239	15	37	61	83
URS00000C7A26_4530	268	288
URS00000C85B2_9417	51	72
URS00000C85B2_9519	51	72
URS00000C85B2_9544	51	72
URS00000C85B2_9545	51	72
URS00000C85B2_9593	51	72
URS00000C85B2_9597	51	72
URS00000C85B2_9598	51	71
URS00000C85B2_9600	51	72
URS00000C85B2_9606	13	33	51	72
URS00000C85B2_9796	51	72
URS00000C85B2_10090	13	34	51	72
URS00000C8B32_7237	23	44	59	80
URS00000C91F1_9913	70	92
URS00000C9C5E_4558	15	34
URS00000CA33A_3694	33	56	33	56	33	56	33	56	33	56
URS00000CBE63_9593	5	23
URS00000CBE63_9597	5	23
URS00000CBE63_9598	5	23
URS00000CBE63_9606	5	25	45	66
URS00000CF844_7222	13	35
URS00000D0D30_7237	12	33
URS00000D1A61_9545	13	34
URS00000D1B9E_7220	46	67
URS00000D1CA7_6239	13	37	59	80
URS00000D1FA4_218851	0	19
URS00000D27E2_10090	8	28	46	67
URS00000D6378_9544	24	44	62	82
URS00000D6378_9593	24	44
URS00000D6378_9597	24	45
URS00000D6378_9598	24	45
URS00000D6378_9600	24	45
URS00000D6378_9606	24	45	61	82
URS00000D68B3_4530	184	204
URS00000D833D_7238	54	75
URS00000D833D_7240	54	75
URS00000D979E_7227	22	43	59	80
URS00000DC278_7238	69	89
URS00000DC278_7240	69	89
URS00000DC466_7227	4	26	42	63
URS00000DCB41_7217	68	90
URS00000DD591_9597	38	60
URS00000DD591_9598	38	60
URS00000DD591_9600	38	60
URS00000DD591_9606	38	60	76	97
URS00000DDD35_9606	10	32	49	70
URS00000DDD35_78454	11	32
URS00000DE673_4530	7	27	87	107
URS00000DEA2E_3983	83	103
URS00000DF02B_9544	5	26	46	67
URS00000DFB06_7237	13	35	54	74
URS00000E0CAA_7237	70	92	70	92
URS00000E1351_9796	7	28
URS00000E1351_9913	7	30	46	67
URS00000E1351_9940	7	29
URS00000E24A7_6239	38	60
URS00000E26B4_7234	60	81
URS00000E2E1E_7220	4	26	45	66
URS00000E3031_4530	10	30
URS00000E342C_7230	53	75
URS00000E3755_7222	60	82
URS00000E4D30_7244	12	33	57	77
URS00000E80C9_7227	0	24
URS00000E899E_7237	59	79
URS00000E9C11_7227	16	39	60	80
URS00000E9DE7_4530	12	32	151	174
URS00000EA281_7238	64	86
URS00000EBB92_7234	52	73
URS00000EBE00_9606	60	81
URS00000EC1BE_9600	10	31
URS00000EC1BE_9606	10	31	67	88
URS00000ECA22_3694	99	119
URS00000ECB26_9544	5	23
URS00000ECB26_9545	5	23
URS00000ECB34_6239	59	78
URS00000ED780_7238	15	40
URS00000EE5AE_6239	0	21
URS00000EE90C_31234	67	87
URS00000F0DEC_33708	2	23	37	58
URS00000F204A_7260	51	71
URS00000F31F4_9606	26	46	63	85
URS00000F4AC3_9509	47	68
URS00000F4AC3_9544	8	29	47	68
URS00000F4AC3_9597	47	68
URS00000F4AC3_9598	47	68
URS00000F4AC3_9600	47	68
URS00000F4AC3_9606	8	30	47	68
URS00000F4AC3_9796	47	68
URS00000F4E6D_3702	13	33
URS00000F6BFE_6239	16	38	59	79
URS00000F78F0_3702	25	46	102	122
URS00000F8032_6239	0	21	36	57
URS00000F8235_6239	16	38	60	81
URS00000FCE51_6239	40	62
URS00000FCF12_6239	19	42	64	86
URS00000FCF87_7227	11	32	50	71
URS00000FE8F8_7217	46	66
URS00000FEB29_7227	64	86
URS00000FEE84_7091	10	31
URS00000FFC8B_9593	49	70
URS00000FFC8B_9597	49	70
URS00000FFC8B_9598	49	70
URS00000FFC8B_9600	49	70
URS00000FFC8B_9606	12	33	49	70
URS00000FFDD9_7217	55	74
URS00000FFDD9_7220	55	74
URS00000FFDD9_7227	12	33	55	77
URS00000FFDD9_7238	55	74
URS00000FFDD9_7240	55	74
URS00000FFDD9_7245	55	74
URS00001044BC_7220	14	34
URS0000104936_9447	13	34
URS0000104B99_7237	13	33
URS0000105CF9_3702	55	74
URS0000107FD1_9509	5	23
URS00001092A9_7237	0	19	40	63
URS000010A46C_9544	11	31	50	71
URS000010A46C_9545	11	31
URS000010A7B2_3702	77	97
URS000010A95B_4530	81	101
URS000010AA59_7260	45	66
URS000010CE0B_7237	14	35	55	76
URS000010CF15_4530	118	138
URS000010D3B6_4530	40	63
URS000010D503_7230	51	72
URS000010DB2E_7237	25	47	61	82
URS000010FAD3_7244	13	34	52	73
URS000010FFDF_6239	37	58
URS0000110E0B_4530	75	95
URS0000111CD2_9544	16	36	53	72
URS0000111CD2_9545	53	72
URS0000111CD2_9600	53	74
URS0000111CD2_9606	53	74
URS0000112DDD_7234	15	40
URS0000114517_9606	54	74
URS0000116A06_31234	16	36	62	82
URS00001170FB_78454	67	87
URS0000117BBF_4530	12	32	96	116
URS0000118582_7260	8	28
URS0000119C52_7260	57	79
URS000011B06F_7237	73	94
URS000011BB1E_7222	52	72
URS000011BF3E_7217	14	34
URS000011C947_4530	78	98
URS000011D430_7237	20	42	59	81
URS000011DB2C_7230	7	29
URS000011E79B_7237	32	54	68	89
URS000011E7DC_4530	55	75
URS000011EA0F_7237	64	87
URS000011EEA1_4530	142	162
URS000011F674_10090	7	29	45	66
URS0000120037_9940	23	44	59	80
URS0000121EEA_7237	20	42	60	81
URS000012212F_7230	51	72
URS0000124BB3_3702	49	69	265	285
URS00001266DB_7227	4	26	42	63
URS0000126F1F_7217	7	29
URS00001275E0_6239	0	20	40	60
URS0000127E4C_7237	21	42	65	86
URS0000129CFF_6239	15	37	58	79
URS0000129D4E_4530	160	180
URS000012A209_7230	14	34
URS000012B326_4530	107	127
URS000012B744_4265	6	26
URS000012CD73_7240	2	24
URS000012D3D9_7237	13	34	49	70
URS000012F5C2_7260	11	33
URS0000130A6B_3702	112	132
URS0000130B14_3702	105	125	141	161
URS000013142F_7234	56	77
URS0000131F58_7237	52	73
URS00001334B4_9545	24	44
URS0000133D7F_7222	11	32
URS00001346AD_3694	35	58
URS000013478E_6239	0	21	41	62
URS000013608C_4530	55	75
URS00001365F6_7222	9	36
URS0000136E67_31234	16	36	54	75
URS0000136EAA_6239	18	40	60	81
URS0000137756_4558	50	68
URS00001377C4_3702	89	112
URS0000137EDE_9519	6	28
URS0000137EDE_9545	6	28
URS0000137EDE_9598	6	28
URS0000137EDE_9606	6	28	46	67
URS0000139652_4530	10	30
URS0000139F4D_7165	13	32	54	75
URS000013A35E_7230	51	71
URS000013A8EA_7260	14	35	64	86
URS000013ABA3_9447	18	38
URS000013ABA3_9593	18	38
URS000013ABA3_9597	18	38
URS000013ABA3_9598	17	37
URS000013ABA3_9606	18	39	57	78
URS000013B01D_6239	8	29	45	66
URS000013C74D_7227	31	52	84	105
URS000013C825_6239	20	42
URS000013C89B_7230	56	77
URS000013CD63_7238	3	25	42	63
URS000013CEA7_7227	59	80
URS000013CFEE_3702	81	101
URS000013DB39_3702	60	81
URS000013DD1A_7222	48	68	48	68
URS000013DD1A_7230	48	68
URS000013DD1A_7234	48	68
URS000013DD1A_7237	48	68
URS000013DD1A_7244	12	35	48	68
URS000013DD1A_7260	48	68
URS000013E543_7245	51	71
URS000013F14E_7234	11	32
URS000013F14E_7237	11	32
URS0000140016_7222	14	35	60	82
URS0000140438_4265	52	72
URS000014217A_7245	52	73
URS000014298A_7237	15	35
URS00001434E9_7222	43	65
URS00001434E9_7230	43	65
URS00001434E9_7244	7	27	43	65
URS000014472D_7227	15	38	57	78
URS0000145D00_7227	11	32	46	66
URS0000147160_6239	0	22	38	59
URS0000148D3F_7227	30	51	66	87
URS0000149F4F_4530	10	30
URS000014ABB8_7227	10	33	116	138
URS000014C145_9544	6	26
URS000014C145_9593	6	26
URS000014C145_9600	6	26
URS000014C145_9606	6	27	44	64
URS000014E707_10376	48	69
URS000014EEB7_9600	20	40
URS000015029E_218851	54	74
URS00001508CB_7227	8	29	47	67
URS00001508CB_7238	47	67
URS00001508CB_7240	47	67
URS0000150948_7217	46	67
URS0000150A7D_9509	50	69
URS0000150A7D_9519	50	69
URS0000150A7D_9544	8	32	50	72
URS0000150A7D_9593	50	69
URS0000150A7D_9597	50	69
URS0000150A7D_9598	50	69
URS0000150A7D_9600	50	69
URS0000150A7D_9606	9	32	50	72
URS0000150A7D_9796	50	72
URS0000150A7D_9913	50	72
URS00001536E4_7237	14	33	54	74
URS000015424D_7234	59	80
URS00001547B6_6239	15	38	53	75
URS00001558F0_218851	64	84
URS000015603F_7227	15	37	57	78
URS000015664F_7234	59	79
URS0000156BC0_7260	14	34
URS0000157890_7240	47	69
URS0000157890_7245	47	69
URS0000157D2B_7227	22	44	59	79
URS0000158DD5_7217	9	36
URS00001591AA_10376	17	39	56	76
URS000015BD64_218851	67	87
URS000015C104_7227	18	39	72	93
URS000015C266_7237	10	33	80	102
URS000015D134_7244	13	33	55	77
URS000015D770_3694	67	90
URS000015D85A_7222	50	71	50	71
URS000015D91B_7230	18	40
URS000015E803_218851	49	69
URS000015F306_7260	75	97
URS000015F492_7227	23	45	65	86
URS000015F4A9_7260	15	35	54	75
URS000015F70F_9519	48	69
URS000015F70F_9544	14	34	48	69
URS000015F70F_9593	48	69
URS000015F70F_9598	48	69
URS000015F70F_9600	48	69
URS000015F70F_9606	14	34	48	69
URS000015F70F_78454	48	69
URS0000160683_9509	70	90
URS0000160683_9544	29	50	70	90
URS0000160683_9545	70	90
URS0000160683_9593	70	90
URS0000160683_9597	70	90
URS0000160683_9598	70	90
URS0000160683_9600	70	90
URS0000160683_9606	29	50	70	91
URS0000160683_10090	29	50	70	91
URS0000160683_78454	70	90
URS0000161982_4530	58	78
URS00001628D3_6239	0	21	37	57
URS000016336E_9940	22	45	59	80
URS0000163964_4530	11	30	90	110
URS000016396E_8364	7	27	44	64
URS00001661E7_7222	4	25
URS00001665EB_6239	5	26	44	66
URS00001666EC_7244	8	29	48	70
URS000016670A_9544	12	33	48	68
URS00001676D2_7234	58	80
URS0000167A4D_7245	14	35	51	72
URS000016A477_7222	42	63
URS000016B83E_9519	46	67
URS000016B83E_9544	9	31	46	67
URS000016B83E_9545	46	67
URS000016B83E_9593	46	67
URS000016B83E_9597	46	67
URS000016B83E_9598	46	67
URS000016B83E_9600	46	66
URS000016B83E_10116	9	30	46	66
URS000016B83E_78454	46	67
URS000016BECA_7222	4	26	4	26
URS000016C4D0_7220	11	33
URS000016C4D0_7238	11	33
URS000016C4D0_7240	11	33
URS000016C4D0_7245	11	33
URS000016C51F_6239	15	36	60	80
URS000016C861_9544	14	35	50	71
URS000016C861_9545	14	35
URS000016D85A_78454	8	29
URS000016DBD5_7222	57	78
URS000016F6D7_6239	15	36	60	81
URS000017125B_10376	8	29	46	68
URS0000171525_9544	4	25	44	65
URS0000171525_9600	44	65
URS0000171525_9606	4	25	43	65
URS0000171CD1_9447	13	34
URS0000171CD1_9509	13	34
URS0000171CD1_9519	13	34
URS0000171CD1_9544	13	34	49	71
URS0000171CD1_9545	13	34
URS0000171CD1_9593	13	34
URS0000171CD1_9597	13	34
URS0000171CD1_9598	13	34
URS0000171CD1_9600	13	34
URS0000171CD1_9606	13	34	50	71
URS0000171CD1_9913	13	33
URS0000171CD1_78454	13	34
URS0000171F63_9509	44	64
URS0000171F63_78454	44	64
URS0000172932_7238	6	28
URS0000172932_7240	6	28
URS0000172C44_7238	15	35
URS0000172C44_7240	15	35
URS0000173F7B_9593	20	40
URS0000173F7B_9606	20	40	61	82
URS0000174448_7165	13	33
URS0000174800_7237	4	26
URS000017513E_7227	0	22	46	67
URS0000177EE8_7234	4	26
URS0000177EE8_7237	4	26
URS0000179469_3702	169	189
URS00001797B0_7222	41	62
URS0000179D8C_9940	46	68	82	101
URS0000179E12_7245	11	32
URS0000179F0B_31234	12	33	61	82
URS000017B5BB_6239	1	21	36	58
URS000017C018_9925	54	73
URS000017C9AB_7260	7	29
URS000017CCB3_4530	10	31
URS000017ECA0_9940	22	43	59	80
URS000017EE98_9606	9	30	52	73
URS000017FDC0_7238	53	74
URS000017FDC0_7240	53	74
URS0000180675_9606	0	20	40	57
URS0000182A7E_4530	10	30
URS00001835DC_3694	2	22
URS0000183AF7_7260	55	74
URS0000184017_9544	7	29	55	75
URS0000184017_9545	7	29
URS0000184017_9593	7	29
URS0000184017_9597	7	29
URS0000184017_9598	7	29
URS0000184017_9600	7	29
URS0000184017_9606	6	30	52	74
URS0000184BBC_9925	42	63	78	98
URS0000184BBC_9940	42	63	78	98
URS0000184F89_7217	11	32
URS0000184F89_7222	11	32
URS000018516E_7237	17	38	71	90
URS0000187BBB_218851	61	81
URS0000188C8F_7260	49	70
URS0000189267_6239	8	31	46	68
URS000018A7DD_7237	31	53	76	101
URS000018B0C2_4530	19	38
URS000018B0EE_9606	7	28	47	67
URS000018B67D_31234	28	49	70	89
URS000018D34C_7227	15	36	55	76
URS000018D8DA_31234	23	42	62	83
URS000018E6AF_7217	14	34
URS000018ECCE_9925	22	40	76	96
URS000018ECCE_9940	22	40	76	98
URS0000190278_3702	92	112
URS000019327C_7222	12	33
URS0000194C4A_10376	13	34	48	70
URS0000194E63_9447	47	68
URS00001959AA_7244	7	28	46	67
URS000019670B_3694	6	26
URS000019756F_7245	54	75
URS0000197DDD_7234	49	69
URS00001992B8_7165	29	50
URS0000199438_3702	31	51	117	137
URS00001994BE_6182	10	34	65	85
URS000019C98D_7237	23	44	61	83
URS000019CEF4_31234	59	79
URS000019E3A6_6239	36	58
URS000019F118_7230	59	79
URS000019FB1E_3702	13	33	135	156
URS000019FEC7_6239	16	36	49	69
URS00001A24A5_7217	12	33
URS00001A24A5_7227	12	33	60	81
URS00001A24A5_7238	12	33
URS00001A3745_7227	12	33	60	83
URS00001A46B4_3694	45	66
URS00001A4F9B_7165	55	76
URS00001A55B7_6239	15	38	57	77
URS00001A566F_4530	70	90
URS00001A5C00_7244	7	27	52	73
URS00001A6EB8_4530	10	30
URS00001A7A18_9509	60	81
URS00001A7C1E_7238	48	68
URS00001A7C1E_7240	48	68
URS00001A89E3_7237	76	97
URS00001A8ACA_7165	55	79
URS00001AB212_7238	42	62
URS00001AB212_7240	42	62
URS00001ABFA3_4530	5	25	70	90
URS00001AC542_7244	9	33	63	91
URS00001AC666_7227	2	27	69	89
URS00001AC869_7234	43	64
URS00001AC869_7237	43	64
URS00001ACC18_7244	5	26	45	66
URS00001ACC75_7237	12	33
URS00001AD59D_4530	66	86
URS00001ADBA6_3702	47	67
URS00001AEF3B_4530	74	97
URS00001B34FD_7227	20	41	67	87
URS00001B4B47_7245	54	75
URS00001B58C0_4265	6	29
URS00001B6367_6239	24	45	61	82
URS00001B676E_6239	34	55
URS00001B8BC3_7244	15	37	62	83
URS00001B95AE_7237	35	56	69	90
URS00001B97D4_7165	61	82
URS00001B9817_6239	9	32	47	70
URS00001B9EB5_7245	47	67
URS00001BC32D_7237	56	78
URS00001BD22A_6238	70	92	70	92
URS00001BDEA3_31234	56	77
URS00001BE22D_4265	40	63
URS00001BE7AE_7237	56	77
URS00001BEAC1_7220	53	74
URS00001BFBE4_7234	46	67
URS00001BFBE4_7237	46	67
URS00001C1462_7234	52	73
URS00001C2408_10376	42	64
URS00001C3C21_6239	23	42
URS00001C3DD2_7244	65	87
URS00001C4680_9606	50	73
URS00001C54E7_4265	6	26
URS00001C5D4B_218851	3	22	3	22
URS00001C7EF1_7260	57	79
URS00001C80F0_7220	53	75
URS00001C80F0_7227	8	30	53	75
